,name,description,rating,best_rating,rating_count,genre,for_family,producer,director,country,time,date
1854,Один день,"После одной ночи вместе они встречаются каждый год 15 июля. Мелодрама о чувствах, пронесенных сквозь время. Смотрите онлайн на Кинопоиске.",7.764,10.0,163350.0,"['драма', 'мелодрама']",True,Нина Джейкобсон,Лоне Шерфиг,"['США', 'Великобритания']",103,2011
1855,Интуиция,"Случайно встретившись, пара решает испытать судьбу. Рождественский ромком с Джоном Кьюсаком и Кейт Бекинсейл. Смотрите онлайн на Кинопоиске.",7.705,10.0,113121.0,"['мелодрама', 'комедия']",True,Питер Абрамс,Питер Челсом,['США'],87,2001
1856,Когда Гарри встретил Салли,"Они дружат много лет, но упорно ищут счастье с другими. Эталонная романтическая комедия по сценарию Норы Эфрон. Смотрите онлайн на Кинопоиске.",7.721,10.0,46153.0,"['комедия', 'мелодрама']",True,Роб Райнер,Роб Райнер,['США'],95,1989
1857,"Влюбись в меня, если осмелишься","Судьба свела их не зря: вдвоем они были странной, но гармоничной парой. Они придумали игру «осмелишься - не осмелишься», в которой брали друг друга «на слабо». Даже повзрослев, они веселились, делали друг другу больно, страдали, но не хотели друг другу уступать. Они знали, что любят друг друга, но игра всегда возвращалась.",7.701,10.0,122771.0,"['драма', 'мелодрама']",True,Кристоф Россиньон,Ян Самюэль,"['Франция', 'Бельгия']",90,2003
1858,P.S. Я люблю тебя,"Он и она созданы друг для друга, две половинки одного целого, которые, прожив душа в душу долгую счастливую жизнь могли бы спокойно умереть в один день. Но судьба распоряжается иначе, и она очень скоро остается вдовой. Но даже после смерти муж не оставляет свою любимую жену: заблаговременно он оставил ей 7 посланий, которые должны помочь ей пережить утрату. Каждое заканчивается постскриптумом «Я люблю тебя».",7.699,10.0,120653.0,"['драма', 'мелодрама', 'комедия']",True,Венди Файнерман,Ричард ЛаГравенес,['США'],126,2007
1859,Чего хотят женщины,Самоуверенный ловелас начинает слышать мысли женщин. Мэл Гибсон в ромкоме от режиссера «Отпуска по обмену». Смотрите онлайн на Кинопоиске.,7.695,10.0,168495.0,"['мелодрама', 'комедия', 'фэнтези']",True,Сьюзан Картсонис,Нэнси Майерс,['США'],127,2000
1860,Прости за любовь,"37-летний красавец Алекс ведет себя как подросток и не желает взрослеть, он расстается со своей «вечной невестой» Еленой, «крутится» на работе и по жизни. Вскоре Алекс знакомится с не по годам развитой 17-летней Ники. Между ними завязывается дружба, вскоре перерастающая в любовь, от которой не в восторге абсолютно все родственники и друзья главных героев.",7.648,10.0,59518.0,['мелодрама'],True,Рита Русич,Федерико Моччиа,['Италия'],104,2008
1861,Жена путешественника во времени,"Они познакомились, когда ей было шесть, а ему - тридцать шесть. Они поженились, когда ей было двадцать три, а ему тридцать один. Потому что Генри страдает редким генетическим заболеванием — синдромом перемещения во времени; его исчезновения из жизни Клэр непредсказуемы, появления — комичны, травматичны и трагичны одновременно.",7.651,10.0,120836.0,"['фантастика', 'фэнтези', 'драма', 'мелодрама', 'комедия']",True,Деде Гарднер,Роберт Швентке,['США'],107,2008
1862,Кит,"В класс к семнадцатилетней Натали приходит новый ученик Кит Зеттерстром. Поначалу ничего, кроме раздражения, молодой человек в Натали не вызывает, к тому же он становится её партнером по лабораторным работам. Постепенно девушка влюбляется, и Кит отвечает ей взаимностью, но начавшимся отношениям может помешать темная тайна, которую скрывает Кит...",7.621,10.0,63867.0,"['драма', 'мелодрама']",True,Ребекка Хоббс,Тодд Кесслер,['США'],95,2008
1863,500 дней лета,"Том и Саммер полюбили друг друга, но надолго ли? Душевный антиромком о двух молодых жителях Лос-Анджелеса. Смотрите онлайн на Кинопоиске.",7.635,10.0,244459.0,"['мелодрама', 'комедия']",True,Мэйсон Новик,Марк Уэбб,['США'],95,2009
1864,Отпуск по обмену,Накануне Рождества англичанка и американка меняются домами. Теплая мелодрама с Кейт Уинслет и Кэмерон Диас. Смотрите онлайн на Кинопоиске.,7.698,10.0,266195.0,"['мелодрама', 'комедия']",True,Брюс А. Блок,Нэнси Майерс,['США'],136,2006
1865,Между небом и землей,"Вселившись в арендованную квартиру в Сан-Франциско и начав наводить там порядок, Дэвид неожиданно встречает в своем новом жилище привлекательную молодую женщину Элизабет, которая уверяет его, что именно она является хозяйкой этих апартаментов.

Когда же Дэвид начинает склоняться к мысли, что произошло какое-то недоразумение, Элизабет исчезает так же внезапно и загадочно, как и появилась. Замена замков не останавливает красотку: ее таинственные появления и исчезновения продолжают вносить сумятицу в жизнь Дэвида. Убедившись в том, что она привидение, Дэвид старается помочь ей навсегда остаться в потустороннем мире.

Однако, открыв в себе невероятные возможности - например, способность проходить сквозь стены, - Элизабет начинает убеждать себя в том, что она каким-то образом еще жива и поэтому не собирается перебираться на тот свет насовсем. По мере того как оба пытаются выяснить истинную причину происходящего, Дэвид и Элизабет влюбляются друг в друга. Однако перспективы их совместной жизни становятся все более и более призрачными…",7.643,10.0,143711.0,"['фэнтези', 'драма', 'мелодрама', 'комедия']",True,Лори МакДональд,Марк Уотерс,['США'],95,2005
1866,Помни меня,Запутавшийся в жизни Тайлер неожиданно влюбляется. Пульсирующая молодостью драма с Робертом Паттинсоном. Смотрите онлайн на Кинопоиске.,7.619,10.0,154080.0,"['драма', 'мелодрама']",True,Тревор Энгельсон,Аллен Култер,['США'],112,2010
1867,Кейт и Лео,"Карьеристка учит жизни герцога, который из прошлого попал в XXI век. Нежный ромком под балладу Стинга. Смотрите онлайн на Кинопоиске.",7.61,10.0,120254.0,"['фэнтези', 'мелодрама', 'комедия']",True,Кэти Конрад,Джеймс Мэнголд,['США'],113,2001
1868,Предложение,"Начальница склоняет помощника к фиктивному браку. Самая смешная роль Сандры Буллок, Райан Рейнольдс не отстает. Смотрите онлайн на Кинопоиске.",7.642,10.0,404073.0,"['мелодрама', 'комедия', 'драма']",True,Дэвид Хоберман,Энн Флетчер,['США'],108,2009
1869,Век Адалин,"Вечно молодая Адалин встречает мужчину, ради которого готова состариться. Фантастическая драма с Блейк Лайвли. Смотрите онлайн на Кинопоиске.",7.696,10.0,293097.0,"['драма', 'мелодрама', 'фэнтези']",True,Сидни Киммел,Ли Толанд Кригер,"['США', 'Канада']",113,2015
1870,Голая правда,Коллега-брутал помогает консервативной красотке устроить личную жизнь. Джерард Батлер в ромкоме о борьбе полов. Смотрите онлайн на Кинопоиске.,7.568,10.0,219121.0,"['мелодрама', 'комедия']",True,Кимберли Ди Бонавентура,Роберт Лукетич,['США'],96,2009
1871,"Париж, я люблю тебя","Страстные и грустные истории любви жителей Парижа. Нежный киноальманах, создающий многоликий портрет города. Смотрите онлайн на Кинопоиске.",7.548,10.0,63755.0,"['мелодрама', 'комедия']",False,Эммануэль Бенбии,Оливье Ассайас,"['Франция', 'Германия', 'Лихтенштейн', 'Швейцария']",120,2006
1872,Воды слонам!,"Времена Великой депрессии. Студент-ветеринар Якоб бросает учебу после того, как его родители погибают, и присоединяется к «Benzini Brothers», самому грандиозному цирковому шоу на Земле. Там он начинает работать ветеринаром, а заодно и влюбляется в прекрасную наездницу Марлену, которая, правда, замужем за Августом, харизматичным, но жестоким дрессировщиком.",7.553,10.0,93881.0,"['драма', 'мелодрама']",True,Джил Неттер,Френсис Лоуренс,['США'],116,2011
1873,Эта дурацкая любовь,"У Кола Уивера, пуританских взглядов семьянина, не жизнь, а мечта — хорошая работа, прекрасный дом, замечательные дети и брак со школьной возлюбленной. Но когда Кол узнает, что его жена Эмили изменила ему и хочет развода, его «идеальная» жизнь летит под откос. Проводя все свое свободное время в баре в дурном расположении духа, несчастный Кол внезапно становится протеже обаятельного молодого ловеласа Джейкоба Палмера. Пытаясь помочь Колу забыть жену и начать новую жизнь, Джейкоб открывает ему глаза на многочисленные возможности, открывающиеся перед ним: кокетливые женщины, крепкие напитки и чувство стиля, которое нельзя найти в дешевой парикмахерской или магазине распродаж.",7.564,10.0,138611.0,"['мелодрама', 'комедия']",True,Стив Карелл,Гленн Фикарра,['США'],118,2011
1874,Больше чем любовь,"Парень и девушка знакомятся в самолете. В течение семи последующих лет они то встречаются, то расстаются.",7.533,10.0,66350.0,"['мелодрама', 'комедия']",True,Эрмиан Бернштейн,Найджел Коул,['США'],107,2005
1875,Просто вместе,"Молодая девушка Камилла заводит дружбу со своим соседом Филибером и через некоторое время в силу определенных обстоятельств перебирается к нему в квартиру, где находит не только физическое, но и душевное тепло. Там же она знакомится с поваром Франком, отношения с ним поначалу не складываются, но затем между Камиллой и Франком возникает глубокая привязанность.

Трое главных героев, которым не слишком повезло ни с семьей, ни с характером, неожиданно обретают гармонию и вкус к жизни. Ссоры и примирения, споры и согласие. Держась вместе, они становятся сильнее. Но все не так радужно, и кокон, который соорудили себе трое друзей, не защищает их от превратностей судьбы. И снаружи и внутри него их счастье находится под угрозой. Возможно ли избежать проблем, не рискуя при этом упустить что-то важное?",7.488,10.0,21617.0,"['драма', 'мелодрама']",True,Клод Берри,Клод Берри,['Франция'],97,2007
1876,Дневник Бриджит Джонс,"Одинокая журналистка из Лондона решает изменить свою жизнь. Культовое кино, открывшее эру человечных ромкомов. Смотрите онлайн на Кинопоиске.",7.463,10.0,184047.0,"['комедия', 'мелодрама', 'драма']",True,Тим Беван,Шэрон Магуайр,"['Великобритания', 'Франция', 'США']",97,2001
1877,Влюблённый Шекспир,"История любви юного драматурга и аристократки, по накалу не уступающая «Ромео и Джульетте». Семь «Оскаров». Смотрите онлайн на Кинопоиске.",7.424,10.0,33292.0,"['драма', 'мелодрама', 'комедия', 'история']",True,Донна Джильотти,Джон Мэдден,"['США', 'Великобритания']",123,1998
1878,50 первых поцелуев,Из-за амнезии Люси каждое утро забывает своего парня. Романтическая комедия с Адамом Сэндлером и Дрю Бэрримор. Смотрите онлайн на Кинопоиске.,7.331,10.0,149496.0,"['комедия', 'мелодрама', 'драма']",False,Скотт Бэнкстон,Питер Сигал,['США'],99,2004
1879,Как отделаться от парня за 10 дней,"Бен на спор очаровывает Энди, но и она ведет двойную игру. Уморительный дуэт Кейт Хадсон и Мэттью МакКонахи. Смотрите онлайн на Кинопоиске.",7.328,10.0,159333.0,"['мелодрама', 'комедия']",True,Роберт Эванс,Дональд Питри,"['США', 'Германия']",116,2003
1880,Однажды в Вегасе,Пьяные и едва знакомые Кэмерон Диаз и Эштон Кутчер женятся в Вегасе. Развестись так же легко не получается. Смотрите онлайн на Кинопоиске.,7.24,10.0,149181.0,"['мелодрама', 'комедия']",True,Майкл Агилар,Том Вон,['США'],99,2008
1881,Мой парень — псих,"Бывший школьный учитель Пэт, проведя в психиатрической больнице восемь месяцев, возвращается в родительский дом. Он одержим мыслью помириться с бывшей супругой, к которой не имеет права приближаться по решению суда. Но знакомство с эксцентричной девушкой Тиффани зажигает в Пэте лучик надежды.",7.192,10.0,180746.0,"['драма', 'мелодрама', 'комедия']",True,Брюс Коэн,Дэвид О. Расселл,['США'],120,2012
1882,Скотт Пилигрим против всех,Ради девушки музыкант-неудачник должен сразиться с ее бывшими. Культовая экшен-комедия Эдгара Райта. Смотрите онлайн на Кинопоиске.,7.25,10.0,210774.0,"['фэнтези', 'боевик', 'мелодрама', 'комедия']",True,Дж. Майлз Дэйл,Эдгар Райт,"['США', 'Великобритания', 'Канада', 'Япония']",112,2010
1883,Вики Кристина Барселона,Две подруги увлекаются испанцем с темпераментной бывшей женой. Любовные страсти под солнцем от Вуди Аллена. Смотрите онлайн на Кинопоиске.,7.17,10.0,134148.0,"['драма', 'мелодрама', 'комедия']",True,Летти Аронсон,Вуди Аллен,"['Испания', 'США']",96,2008
1884,Секс по дружбе,Могут ли отношения без обязательств перерасти в нечто большее? Нескромный ромком с Джастином Тимберлейком. Смотрите онлайн на Кинопоиске.,7.133,10.0,214441.0,"['мелодрама', 'комедия', 'драма']",True,Лиз Глоцер,Уилл Глак,['США'],109,2011
1885,Три метра над уровнем неба,"История двух молодых людей, которые принадлежат к разным мирам. Баби ― богатая девушка, которая отображает доброту и невинность. Аче — мятежный мальчик, импульсивный, бессознательный, склонный к риску и опасности. Это маловероятно, практически невозможно, но их встреча неизбежна, и в этом неистовом путешествии между ними возникает первая большая любовь.",7.106,10.0,200211.0,"['драма', 'мелодрама']",True,Мерседес Гамеро,Фернандо Гонзалез Молина,['Испания'],123,2010
1886,Нежность,"Счастливая жизнь главной героини Натали моментально рушится — её муж погибает под колёсами машины. Чтобы заглушить душевную боль, она полностью посвящает себя работе и быстро продвигается по карьерной лестнице. В один из обыденных дней к ней в кабинет заходит невзрачный, скромный коллега по имени Маркус, на которого никто никогда не обращал внимания. Погруженная в свои мысли, охваченная необъяснимым импульсом, Натали целует его. С этого дня жизнь двух одиноких сердец кардинально меняется.",7.072,10.0,27276.0,"['драма', 'мелодрама', 'комедия']",True,Ксавье Риго,Давид Фонкинос,['Франция'],108,2011
1887,Любовь и другие лекарства,"Девушка широких взглядов Мэгги встречает мужчину своей мечты в лице обаятельного продавца виагры, Джейми. Они начинают легкую интрижку, но оказывается, что надвигающаяся трагедия переворачивает их жизни. Но между Мэгги и Джейми существует особая «химия», они находятся  под влиянием абсолютного наркотика... по имени любовь.",6.857,10.0,128904.0,"['драма', 'мелодрама', 'комедия']",True,Питер Жан Брюгге,Эдвард Цвик,['США'],113,2010
1888,Больше чем секс,"Они спят вместе, но стараются не влюбляться. Чуткий ромком с красивым дуэтом Натали Портман и Эштона Кутчера. Смотрите онлайн на Кинопоиске.",6.752,10.0,125198.0,"['мелодрама', 'комедия']",True,Джеффри Клиффорд,Айвен Райтман,"['США', 'Великобритания']",108,2010
1889,Я — легенда,"Неизвестный вирус унёс жизни половины населения земного шара, а остальную половину превратил в вампиров. Единственный уцелевший человек с иммунитетом к заболеванию ночами держит осаду упырей, а днем пытается найти противоядие и докопаться до причин эпидемии.",7.863,10.0,426767.0,"['фантастика', 'боевик', 'триллер', 'драма']",True,Брюс Берман,Френсис Лоуренс,['США'],96,2007
1890,Обитель зла,Девушка с амнезией крошит армию зомби и ищет источник вируса. Хоррор с Милой Йовович по хитовой видеоигре. Смотрите онлайн на Кинопоиске.,7.541,10.0,197175.0,"['ужасы', 'боевик', 'фантастика']",False,Пол У. С. Андерсон,Пол У. С. Андерсон,"['США', 'Германия']",100,2002
1891,28 дней спустя,"Группа «зеленых» экстремистов вторгается в центр исследования приматов и выпускает из секретной научной лаборатории обезьяну, зараженную вирусом неудержимой агрессии. Смертельный вирус, передающийся через кровь за считанные секунды, приводит к мгновенному заражению и, соприкоснувшись с любым живым существом, превращает его в кровожадного монстра. 

28 дней спустя вся Великобритания охвачена страшной эпидемией: многие эвакуируются, другие ищут безопасные места в надежде спастись. Те, кому посчастливилось не заразиться, вместе с группой военных прячутся в заброшенном доме.",7.459,10.0,212070.0,"['ужасы', 'фантастика', 'триллер', 'драма']",True,Эндрю Макдональд,Дэнни Бойл,['Великобритания'],113,2002
1892,Добро пожаловать в Zомбилэнд,Только зомби-апокалипсис может заставить социофоба найти друзей. Комедия с уморительным камео Билла Мюррея. Смотрите онлайн на Кинопоиске.,7.441,10.0,286623.0,"['ужасы', 'комедия', 'боевик']",False,Райан Кавана,Рубен Фляйшер,['США'],84,2009
1893,Зомби по имени Шон,"В жизни Шона все идет наперекосяк: ему 29 лет, он работает обычным продавцом-консультантом в эдаком «Эльдорадо» британского типа, дома постоянные бытовые разборки с сожителями, еще и подруга дает полный от ворот-поворот. В общем, не жизнь, а сплошная мука. А тут еще, как назло, начинается какая-то странная эпидемия — ожившие и очень голодные трупы начинают бродить по туманному Альбиону в поисках свежей человечинки, по ходу дела заражая все больше и больше невинных граждан, превращая оных в таких же зомби. Вот тут-то и приходит конец терпению нашего героя! Вместе со своим закадычным другом Эдом, вооружившись дубинами и лопатами, верные друзья выходят на тропу войны, дабы посносить бошки надоедливым зомбякам, спасти своих близких и выжить самим.",7.37,10.0,121617.0,"['ужасы', 'комедия']",True,Найра Парк,Эдгар Райт,"['Великобритания', 'Франция', 'США']",100,2004
1894,Рассвет мертвецов,Люди в торговом центре обороняются от тысяч зомби. Фильм Зака Снайдера — ремейк классического хоррора 1970-х. Смотрите онлайн на Кинопоиске.,7.276,10.0,86338.0,"['ужасы', 'боевик']",True,Марк Абрахам,Зак Снайдер,"['США', 'Канада', 'Япония', 'Франция']",109,2004
1895,Возвращение живых мертвецов,"На захолустном медицинском складе хранились контейнеры с зомби, по ошибке попавшие туда много лет назад. В один далеко не прекрасный день герметичность упаковки была нарушена, ядовитый газ вырвался наружу, и вот уже мертвецы с соседнего кладбища покидают свое тихое пристанище, чтобы полакомиться мозгом живых.",7.235,10.0,10915.0,"['ужасы', 'комедия', 'фантастика']",True,Том Фокс,Дэн О’Бэннон,['США'],91,1984
1896,Ночь живых мертвецов,Группа живых отчаянно пытается спастись от нашествия мертвых. Классический зомби-хоррор Джорджа А. Ромеро. Смотрите онлайн на Кинопоиске.,7.233,10.0,16243.0,"['ужасы', 'триллер']",True,Карл Хардмен,Джордж А. Ромеро,['США'],96,1968
1897,Живая мертвечина,"1957 год. С острова Суматра вывезена обезьяна, из-за одного укуса которой туземцы отрубили зоологу, приехавшему ее отловить, обе руки, а затем и голову. Уже в наше время эта тварь укусила злобную мамашу нашего героя, которая не дает ему встречаться с любимой девушкой. Последствия укуса ужасны, картину постепенно населяют жуткие зомби...",7.279,10.0,21667.0,"['ужасы', 'фэнтези', 'триллер', 'комедия']",False,Джим Бут,Питер Джексон,['Новая Зеландия'],104,1992
1898,Зловещие мертвецы,"Молодые люди снимают на выходные загородный дом. Находится он в непролазной глуши, выглядит мрачно, а кругом — ни души. Раньше здесь жил археолог, после которого в подвале остались различные мистические артефакты. Например, книга мертвых, предметы неизвестных магических культов и магнитофон с записью заклинания на непонятном языке. Ребята запись прослушали и с наступлением темноты им предстоит встретиться с духами, которых они разбудили.",7.232,10.0,46175.0,['ужасы'],False,Брюс Кэмпбелл,Сэм Рэйми,['США'],90,1981
1899,Ночь живых мертвецов,"Брат и сестра приезжают навестить могилу своей матушки на кладбище в окрестностях Питтсбурга. Брат пугает сестру рассказами о зомби, не подозревая о том, что он весьма недалек от реальности. Внезапно на них набрасывается один из покойников; брата убивают, а Барбара убегает, обнаруживая по дороге фермерский дом. Через какое-то время к нему подъезжает Бен, в бензобаке машины которого кончился бензин. Они решают остаться в доме и готовиться к обороне. Позже выясняется, что в подвале дома прячутся еще несколько человек. Все вместе они должны забаррикадироваться и переждать страшную ночь - ведь зомби не станут сидеть на крыльце и ждать, пока люди выйдут сами - они будут пытаться прорваться внутрь - желание отведать человеческого мяса в них безумно сильно.",6.968,10.0,8220.0,['ужасы'],False,Джон А. Руссо,Том Савини,['США'],92,1990
1900,28 недель спустя,"Британия восстанавливается после зомби-апокалипсиса, но вирус не дремлет. Мощный сиквел хоррора Дэнни Бойла. Смотрите онлайн на Кинопоиске.",6.985,10.0,127491.0,"['ужасы', 'фантастика', 'драма']",False,Энрике Лопес Лавинье,Хуан Карлос Фреснадильо,"['Великобритания', 'Испания']",100,2007
1901,Репортаж,"Начинающий телерепортёр Анхела Видаль из хроники происшествий жаждет сенсаций. С завидным упорством она ищет уникальный материал, а потому выезжает с командой спасателей на место происшествия в большом жилом доме. Анхела, азартно занятая работой, не сразу понимает, откуда именно ведет репортаж. Жители дома, пораженные страшным вирусом, один за другим превращаются в зомби, а чтобы зараза не вырвалась на улицы города, власти заблокировали дом.",6.992,10.0,60948.0,"['ужасы', 'триллер', 'детектив']",False,Карлос Фернандес,Жауме Балагеро,['Испания'],75,2007
1902,Реаниматор,"Мертвецов реанимирует с помощью таинственной сыворотки, полученной в результате немыслимых экспериментов, студент медицинского университета Герберт Вест. Сосед Веста по комнате Дэн помогает приятелю в его страшном деле.

Начинают они с кошки, потом добираются до трупов из университетского морга…",7.047,10.0,13865.0,"['ужасы', 'фантастика', 'комедия']",,Майкл Эйвери,Стюарт Гордон,['США'],104,1985
1903,Война миров Z,Следователь ООН спасает семью в разгар зомби-пандемии. Масштабный экшен с Брэдом Питтом и треками Muse. Смотрите онлайн на Кинопоиске.,6.985,10.0,333645.0,"['ужасы', 'фантастика', 'боевик', 'приключения']",True,Йен Брайс,Марк Форстер,['США'],116,2013
1904,День мертвецов,"Планета находится во власти нечисти. Только горстка людей осталась на Земле - и именно они должны сразиться с живыми мертвецами. Но как обуздать это порождение ада? Все попытки сделать это безуспешны. Более того, ученый - маньяк доктор Логан задался целью сделать из ужасных монстров солдат-зомби, бесстрашных и непобедимых. И оказалось, что живые ничуть не безопаснее мертвых. Сколько еще крови должно пролиться, прежде чем человечество остановит ужасное нашествие...",6.831,10.0,6797.0,"['ужасы', 'триллер']",True,Ричард П. Рубинштейн,Джордж А. Ромеро,['США'],101,1985
1905,Тепло наших тел,"Мир поражен чумой и стоит на грани вымирания. Покойники ходят по земле и норовят употребить в пищу живых, которые, оставшись в катастрофическом меньшинстве, с трудом держат оборону. Перемены начинаются, когда один зомби, чье имя при жизни начиналось на «Р», спасает девушку вместо того, чтобы ее съесть. Дружба, завязавшаяся между представителями враждующих сторон, грозит обоим самыми нехорошими последствиями. Но Р и Джули, сами того не подозревая, держат в руках простой и единственный ключ к спасению гибнущего мира.",6.871,10.0,131701.0,"['ужасы', 'мелодрама', 'комедия']",True,Джиллиан Борер,Джонатан Левин,"['США', 'Канада']",98,2013
1906,Зомби 2,"В бухту Нью-Йорка вплывает неуправляемая яхта, на борту которой нет ни души. Для проверки туда поднимаются двое полицейских, один из которых становится жертвой огромных размеров зомби, а второй расстреливает всю обойму пистолета в этого самого зомби, после чего тело падает в воду. 

Этим необычным делом заинтересовалась пресса в лице ушлого репортера Питера Веста, который проникает ночью на яхту и сталкивается там с дочерью ее владельца, Анной Баулс. Анна рассказывает Питеру, что это яхта ее отца-учёного, который отправился на тропический остров, и о котором она не слышала уже больше месяца. Решив расследовать все обстоятельства на месте, любознательная парочка отправляется на остров, где эпидемия зомби как раз в самом разгаре.",6.714,10.0,3397.0,['ужасы'],False,Фабрицио Де Анджелис,Лучио Фульчи,['Италия'],94,1979
1907,Обитель зла 2: Апокалипсис,Элис разыскивает дочку ученого в кишащем зомби Раккун-Сити. Сиквел хоррора по мотивам игры Resident Evil. Смотрите онлайн на Кинопоиске.,6.762,10.0,112118.0,"['ужасы', 'боевик', 'фантастика']",False,Пол У. С. Андерсон,Александр Уитт,"['Германия', 'Великобритания', 'США', 'Канада', 'Франция']",94,2004
1908,Белый зомби,"Молодые влюбленные Нил и Мадлен отправляются в романтическое путешествие на Гаити. В пути на корабле герои знакомятся с весьма изысканным и учтивым господином, месье Бомоном. По прибытии на остров влюбленные решают остановиться у него. Бомон влюбляется в Мадлен и делает все, чтобы добиться взаимности. Когда девушка в очередной раз жестко отвергает ухаживания, он решается на крайний шаг и обращается за помощью к практикующему вуду колдуну. Тот дает герою зелье, которое должно превратить Мадлен в зомби.",6.514,10.0,1576.0,['ужасы'],True,Фил Голдстоун,Виктор Гэльперин,['США'],69,1932
1909,Планета страха,"Полиция техасского городка вынуждена иметь дело с жертвами смертельного вируса, превращающего людей в зомби. Народное ополчение возглавляет Черри с автоматом вместо ножного протеза и владеющий боевыми искусствами Рэй.",6.733,10.0,61459.0,"['ужасы', 'фантастика', 'боевик', 'триллер', 'комедия', 'приключения']",False,Роберт Родригес,Роберт Родригес,['США'],95,2007
1910,Город живых мертвецов,"Женщина-медиум во время спиритического сеанса увидела город Данвич, где вскоре должны разверзнутся врата ада. От ужаса она впала в летаргию и едва не была похоронена заживо. Уже из могилы ее откопал не то журналист, не то частный детектив, и они вдвоем отправились на поиски страшного города, чтобы предотвратить катастрофу. А в Данвиче тем временем оживали мертвецы, шел дождь из трупных червей, увидев призрак, девушка выблевала все внутренности, а одному пареньку просверлили голову на станке.",6.528,10.0,2717.0,['ужасы'],,Лучио Фульчи,Лучио Фульчи,['Италия'],93,1980
1911,Репортаж из преисподней,"Отряд спецназовцев вместе с медицинским работником проникают в дом, ставший эпицентром распространившейся заразы, превращающей людей в безумных пожирателей плоти…",6.622,10.0,22903.0,"['ужасы', 'триллер']",False,Карлос Фернандес,Жауме Балагеро,['Испания'],85,2009
1912,Обитель зла 3,"Зомби-вирус охватывает мир, но Элис не прекращает борьбу с ним. Сиквел боевика с Миллой Йовович. Смотрите онлайн на Кинопоиске.",6.57,10.0,109239.0,"['ужасы', 'боевик', 'фантастика', 'триллер']",True,Пол У. С. Андерсон,Рассел Малкэй,"['Германия', 'США', 'Франция', 'Австралия', 'Великобритания']",94,2007
1913,Безумцы,"В окрестностях небольшого городка падает самолёт, на борту которого находится чрезвычайно опасный вирус. Зараза попадает в водную систему города, жители один за другим «заболевают» и начинают яростно бросаться на всех подряд. Военные оперативно запирают город на карантин, отстреливая зараженных.",6.451,10.0,42361.0,"['ужасы', 'триллер', 'детектив']",False,Майкл Агилар,Брек Эйснер,"['США', 'ОАЭ']",101,2010
1914,Карантин,"Телерепортёр Анжела Видал и её оператор делают репортаж о ночной смене лос-анджелесского пожарного управления. Рутинный вызов приводит их к зданию в центре города. Оказывается, что живущая здесь женщина заразилась неизвестным вирусом. И когда власти объявляют карантин, изолируя всех внутри здания, единственным свидетелем произошедшего остаётся злополучный репортаж.",6.254,10.0,25822.0,"['ужасы', 'триллер', 'фантастика']",False,Даг Дэвисон,Джон Эрик Даудл,"['США', 'Испания']",89,2008
